"algorithm","graph","timeout","seed","k","epsilon","num_threads","imbalance","totalPartitionTime","objective","km1","cut","failed"
"Zoltan","CurlCurl_4.mtx.hgr","no",2,2,0.03,64,0.016,3.61897,"km1",29754,29754,"no"
"Zoltan","CurlCurl_4.mtx.hgr","no",3,2,0.03,64,0.002,3.59561,"km1",29249,29249,"no"
"Zoltan","CurlCurl_4.mtx.hgr","no",4,2,0.03,64,0,3.62518,"km1",30502,30502,"no"
"Zoltan","CurlCurl_4.mtx.hgr","no",5,2,0.03,64,0.00299999999999989,3.60947,"km1",27586,27586,"no"
"Zoltan","CurlCurl_4.mtx.hgr","no",1,64,0.03,64,0.018,9.16373,"km1",322184,308407,"no"
"Zoltan","CurlCurl_4.mtx.hgr","no",2,64,0.03,64,0.0289999999999999,8.986,"km1",317153,302932,"no"
"Zoltan","CurlCurl_4.mtx.hgr","no",3,64,0.03,64,0.03,8.95894,"km1",319141,304298,"no"
"Zoltan","CurlCurl_4.mtx.hgr","no",4,64,0.03,64,0.02,8.97708,"km1",318616,304240,"no"
"Zoltan","CurlCurl_4.mtx.hgr","no",5,64,0.03,64,0.018,8.97765,"km1",321523,307126,"no"
"Zoltan","CurlCurl_4.mtx.hgr","no",1,8,0.03,64,0.0169999999999999,7.07739,"km1",99050,97959,"no"
"Zoltan","CurlCurl_4.mtx.hgr","no",2,8,0.03,64,0.018,7.12918,"km1",96667,95616,"no"
"Zoltan","CurlCurl_4.mtx.hgr","no",3,8,0.03,64,0.018,7.10315,"km1",102428,101108,"no"
"Zoltan","CurlCurl_4.mtx.hgr","no",4,8,0.03,64,0.018,7.16754,"km1",95520,94279,"no"
"Zoltan","CurlCurl_4.mtx.hgr","no",5,8,0.03,64,0.0149999999999999,7.13285,"km1",101299,99995,"no"
"Zoltan","dac2012_superblue11.hgr","no",1,16,0.03,64,0.0249999999999999,2.3388,"km1",20612,19991,"no"
"Zoltan","dac2012_superblue11.hgr","no",2,16,0.03,64,0.028,2.30034,"km1",18951,18428,"no"
"Zoltan","dac2012_superblue11.hgr","no",3,16,0.03,64,0.024,2.42445,"km1",22656,22128,"no"
"Zoltan","dac2012_superblue11.hgr","no",4,16,0.03,64,0.026,2.42247,"km1",19745,19128,"no"
"Zoltan","dac2012_superblue11.hgr","no",5,16,0.03,64,0.0249999999999999,2.38365,"km1",20885,20277,"no"
"Zoltan","dac2012_superblue11.hgr","no",1,2,0.03,64,0.026,1.16739,"km1",1814,1814,"no"
"Zoltan","dac2012_superblue11.hgr","no",2,2,0.03,64,0.024,1.14442,"km1",1587,1587,"no"
"Zoltan","dac2012_superblue11.hgr","no",3,2,0.03,64,0.0229999999999999,1.18226,"km1",2547,2547,"no"
"Zoltan","dac2012_superblue11.hgr","no",4,2,0.03,64,0.022,1.20796,"km1",1874,1874,"no"
"Zoltan","dac2012_superblue11.hgr","no",5,2,0.03,64,0.024,1.11012,"km1",1856,1856,"no"
"Zoltan","dac2012_superblue11.hgr","no",1,64,0.03,64,0.03,2.63228,"km1",59031,55949,"no"
"Zoltan","dac2012_superblue11.hgr","no",2,64,0.03,64,0.03,2.58115,"km1",56963,53950,"no"
